,name,gender,hometown,age,education,income,experience,period,drawdown,debt,risk,attitude
1709,Eric Benson,1,Hong Kong,2,2,1,5,3,4,5,4,2
1710,Venus Dickey,2,HK,5,4,3,4,3,4,2,4,3
1711,Cash Rudolph,1,India,2,4,1,1,2,2,2,2,2
1712,Zi Yawen,2,Hong Kong,3,5,3,2,2,3,2,2,2
1713,Everley Delia,1,Hong Kong,2,4,1,1,2,2,2,2,2
1714,Cheng Fu,1,HK,3,4,4,5,3,3,3,2,2
1715,Evan Lincoln,1,Hong Kong,2,4,1,1,2,2,2,2,2
1716,Jerry Zacharias,1,Hong Kong,3,4,4,5,3,3,3,2,2
1717,Cara Bird,2,Hong Kong,4,5,5,4,3,4,2,4,4
1718,Delia Andrew,2,Hong Kong,1,3,1,1,1,1,1,1,1
1719,Aaron Horace,1,HK,4,4,4,2,3,2,5,4,5
1720,Liao Fu,1,hk,2,1,2,1,1,2,2,1,1
1721,Levi Christie,1,Brunei,1,3,1,1,1,2,1,2,2
1722,Bishop Silas,1,Hong Kong,5,4,4,4,3,4,2,4,3
1723,Juliet Bush,2,Shandong,2,5,5,4,3,3,2,3,4
1724,Prudence Petty,2,Hong Kong,2,4,1,1,2,2,2,2,2
1725,Song Yijun,1,Hong Kong,4,5,3,3,2,4,3,2,3
1726,Cheng Dong,1,Mongolia,2,4,1,1,2,2,2,2,2
1727,Noah Sheridan,1,Taiwan,2,4,1,1,1,3,1,3,3
1728,Burke Elizabeth,1,Hong Kong,5,3,5,5,4,3,3,4,4
1729,Molly Joyce,2,Guangdong,5,2,1,4,2,3,3,3,3
1730,Anna Rhys,2,Hunan,5,3,5,5,4,3,3,4,4
1731,Duan Shui,2,Hong Kong,2,3,2,2,2,2,4,2,2
1732,Sylvia Bronte,2,Beijing,2,5,5,4,3,3,2,3,4
1733,Miles Milne,1,HK,5,3,5,5,4,3,3,4,4
1734,Lu Shuren,2,Hong Kong,3,4,2,2,1,3,2,1,2
1735,Zi Jiao,2,Anhui,3,4,2,3,2,2,5,3,1
1736,Conrad Trevelyan,1,hk,4,4,4,2,3,2,5,4,5
1737,Colbert Titus,1,hk,3,2,4,5,3,3,3,2,3
1738,Gordon Moses,1,Japan,4,3,5,5,4,4,4,3,4
1739,Julius Dodd,1,Hong Kong,3,5,5,5,4,4,3,4,5
1740,Ada Benedict,2,Hong Kong,3,5,5,5,3,4,2,4,3
1741,Oliver Bess,1,Hong Kong,4,2,4,5,2,2,2,2,2
1742,Grace Ramsden,2,HK,1,2,1,5,3,3,3,4,2
1743,Leila Pollitt,2,Hong Kong,4,5,3,3,2,4,3,2,3
1744,Emily Bell,2,Hong Kong,3,3,2,5,2,2,2,1,1
1745,Jennifer Alfred,2,Hong Kong,3,5,3,2,2,3,2,2,2
1746,Vicky Mackintosh,2,Macao,5,4,3,2,2,3,3,3,4
1747,Jia Liang,1,Hong Kong,3,4,5,5,5,5,5,5,2
1748,Ford Armstrong,1,Hong Kong,4,4,4,4,4,4,4,4,4
1749,Elsa Sweet,2,Hong Kong,2,4,1,1,1,3,1,3,3
1750,Angelo Adelaide,1,Macao,2,4,1,1,1,3,1,3,3
1751,Josephine Hugh,2,Hong Kong,2,3,3,4,2,2,2,1,1
1752,Cheng Yahui,1,Jiangsu,2,4,2,1,1,2,1,1,1
1753,Ted Wyclif(fe),1,Hong Kong,1,3,1,1,1,1,1,1,1
1754,Selena Nico(l),2,hk,2,2,1,4,1,1,1,1,1
1755,Dale Jonson,2,Hong Kong,3,4,2,3,2,2,5,3,1
1756,Paddy Sara(h),1,Hong Kong,4,5,3,3,2,4,3,2,3
1757,Heloise Lou(ie),2,Hong Kong,3,2,4,5,3,3,3,2,3
1758,Evelyn Aled(k),2,Hong Kong,2,4,2,1,1,2,1,1,1
1759,Phyllis Evelina,2,Chongqing,5,5,5,5,5,5,5,5,5
1760,Simon Bray,1,HK,3,5,5,5,4,4,3,4,5
1761,Yang Qiu,1,Hong Kong,2,1,2,1,1,2,2,1,1
1762,Jean Agnes,2,HK,3,2,2,4,2,3,3,3,3
1763,Eden Henley,2,Hong Kong,4,3,4,3,3,4,4,3,3
1764,Catherine Mackintosh,2,Hong Kong,5,5,5,5,5,5,5,5,5
1765,Giles Parker,1,Hong Kong,3,4,4,5,3,3,3,2,2
1766,Li Li,2,Hainan,1,2,1,1,1,1,1,1,1
1767,Jay Yonng,1,Hong Kong,4,4,5,1,2,1,4,1,3
1768,Candice Connie,2,Macao,3,5,3,2,2,3,2,2,2
1769,Xia Kang,1,Guangdong,3,4,5,2,2,2,5,2,1
1770,Adonis Palmer,1,Hong Kong,3,5,5,5,4,4,3,4,5
1771,Enoch Thackeray,1,Hong Kong,2,4,4,1,1,2,4,2,1
1772,Queena Toland,2,hk,3,5,5,3,2,3,3,3,2
1773,Jin Tu,1,Singapore,3,4,4,5,4,4,2,4,4
1774,Kiyabu Yuriko,2,Wulongmuqi,3,3,3,1,2,1,5,3,5
1775,Lin An,2,Hong Kong,5,4,3,2,2,2,3,2,1
1776,Gong Huo,1,HK,2,3,2,2,2,2,4,2,2
1777,Alma Rutherford,2,hk,3,3,3,1,2,1,5,3,5
1778,Lai Cheng,1,Hong Kong,2,4,1,1,1,3,1,3,3
1779,Tabitha Grote,2,Hong Kong,2,4,2,1,1,2,1,1,1
1780,Sara Milne,2,Hong Kong,5,2,1,5,3,3,5,4,3
1781,Wan Jian,1,Hong Kong,3,3,3,5,2,3,3,1,3
1782,Colbert Mac-,1,Hong Kong,3,2,3,4,3,4,2,4,2
1783,Cheryl Field,2,Hong Kong,2,5,5,4,3,3,2,3,4
1784,Darcy Holmes,1,Hong Kong,4,2,4,5,2,2,2,2,2
1785,Elsa Sweet,2,Hong Kong,4,2,4,5,2,2,2,2,2
1786,Oswald Dickens,1,Yunnan,5,4,4,5,4,4,2,4,1
1787,Renee Boswell,2,Fujian,3,3,2,5,2,2,2,1,1
1788,Stan Symons,1,Hong Kong,2,4,1,1,2,2,2,2,2
1789,Zhong Shufen,2,HK,3,4,2,3,2,2,5,3,1
1790,Myra Ruskin,2,Hong Kong,3,3,3,5,2,3,3,1,3
1791,Bblythe Samuel,2,Hong Kong,1,3,1,1,1,1,1,1,1
1792,Nancy Moulton,2,Macao,4,5,3,3,2,4,3,2,3
1793,Douglas Philemon,1,hk,3,2,3,2,2,3,3,2,2
1794,Leila Pollitt,2,Hong Kong,5,5,5,5,5,5,5,5,5
1795,Zhan Hai,1,Hong Kong,3,2,3,2,2,3,3,2,2
1796,Ian Sara(h),1,Hong Kong,5,4,4,2,2,2,3,2,2
1797,Doreen Wolf,2,Hong Kong,3,4,5,2,2,3,3,3,5
1798,Isabel Rosa,2,Hong Kong,1,2,1,3,2,3,3,4,1
1799,Xing Xuegang,2,HK,4,3,4,3,3,4,4,3,3
1800,Aubrey Taylor,1,Chinese mainland,5,5,5,5,5,5,5,5,5
1801,Irma Wyld(e),2,Hong Kong,5,2,1,4,4,4,3,5,1
1802,Maud Willard,2,hk,3,4,5,4,3,4,3,4,1
1803,Deirdre Robin,2,HK,4,4,4,2,3,2,5,4,5
1804,Guo Qiang,1,Hong Kong,1,2,1,2,2,3,3,3,2
1805,Vivien Maurice,2,Hong Kong,2,3,1,1,1,2,1,1,1
1806,Glenn Jim,1,South Korea,2,4,2,1,1,2,1,1,1
1807,Gu Xieren,1,Hong Kong,3,4,4,5,3,3,3,2,2
1808,Zunun Mohammed,1,guangxi,3,4,4,5,3,3,3,2,2
1809,Teng Yong,2,Hong Kong,2,4,1,1,1,3,1,3,3
1810,Mary Orlando,2,Hong Kong,3,3,3,3,2,3,5,3,3
1811,Celeste Tom,2,Macao,2,2,2,1,1,1,4,2,4
1812,Liz Moll,2,Hong Kong,3,4,5,3,2,3,3,3,1
1813,Truda Partridge,2,HK,4,4,4,2,3,2,5,4,5
1814,April Yonng,2,Indonesia,2,3,3,4,3,3,1,3,3
1815,Xun Peng,1,Macao,1,2,1,1,1,1,3,1,1
1816,Woodrow Hobbes,1,Foshan,4,5,5,5,4,4,4,3,3
1817,Joy Stone,2,Beijing,3,4,2,3,2,2,5,3,1
1818,Martin Cotton,1,Hong Kong,4,5,5,5,4,4,4,3,3
1819,Harri Stenzel,1,Taiwan,2,5,5,5,3,4,2,4,5
1820,Deng Dan,2,Beijing,3,3,3,5,3,3,5,4,4
1821,Jeff Eugene,1,Hong Kong,3,2,4,5,3,3,3,2,3
1822,Albert Whitman,1,Hebei,2,4,1,1,2,2,2,2,2
1823,Zhang Zhihao,1,Hong Kong,3,4,2,2,1,3,2,1,2
1824,Cao Qing,1,Hong Kong,3,3,3,1,2,1,5,3,5
1825,Milo Collins,1,Taiwan,2,3,3,4,2,2,2,1,1
1826,Lennon Nell,1,Hong Kong,2,3,2,2,2,2,4,2,2
1827,Dominic Betsy,2,Hong Kong,2,1,3,4,2,2,2,1,2
1828,Ted Wyclif(fe),1,Hong Kong,2,3,2,2,2,2,4,2,2
1829,Ma Yan,2,Hong Kong,5,5,5,5,5,5,5,5,5
1830,Tan Delan,1,Guangdong,5,4,4,5,3,3,3,4,2
1831,Dolores Juliet,2,hk,2,4,2,1,1,2,1,1,1
1832,John Romeo,1,hk,2,3,3,4,2,2,2,1,1
1833,Higashi Kosho,1,china,3,4,3,3,3,3,5,3,3
1834,Ophelia Rossetti,2,Japan,2,4,2,1,1,2,1,1,1
1835,Norma Aled(k),2,Hong Kong,3,3,3,5,2,3,3,1,3
1836,Roxanne Middleton,2,Hong Kong,2,4,1,1,2,2,2,2,2
1837,Herman Fanny,1,Myanmar,4,5,5,5,5,5,3,5,5
1838,Elaine DuBois,2,Anhui,3,4,5,4,3,4,5,4,1
1839,Lambert Longman,1,Fujian,3,4,4,5,3,3,3,2,2
1840,Yao Yang,2,Hong Kong,3,4,5,3,2,3,3,3,1
1841,Liang ZhenKang,1,Hong Kong,3,4,5,3,2,3,3,3,2
1842,Sandra Gaskell,2,Hong Kong,2,5,4,2,2,3,3,3,1
1843,Polly Susan,2,England,2,4,3,1,2,2,3,2,2
1844,Nelly Dickens,2,Hong Kong,3,4,5,1,2,3,3,3,1
1845,Daphne Wilmot(t),2,hk,3,5,3,2,2,3,2,2,2
1846,Joy Jordan,2,Hong Kong,2,2,1,4,1,1,1,1,1
1847,Roy Norris,1,Hong Kong,1,2,1,5,4,5,2,5,4
1848,Geng Cui,2,Heilongjiang,4,3,5,5,4,4,4,3,4
1849,Berg Haywood,1,Hong Kong,2,3,2,2,2,2,4,2,2
1850,Ren Yong,2,Hong Kong,1,2,1,1,1,1,3,1,1
1851,Candice Haydn,2,Brunei,2,2,2,1,1,1,4,2,4
1852,Xiong Liuxian,2,Hong Kong,2,5,4,3,2,3,3,4,1
1853,Eartha Smollett,2,hk,3,3,3,1,2,1,5,3,5
1854,Beverly Flower,2,Hong Kong,1,3,1,1,1,1,1,1,1
1855,Morgan Bowman,1,HK,4,2,4,5,2,2,2,2,2
1856,Kevin Hemingway,1,Hong Kong,3,4,5,4,3,4,5,4,2
1857,Jack Piers,1,Hong Kong,2,4,1,1,1,3,1,3,3
1858,Fan Xinyi,2,Hong Kong,3,2,4,5,3,3,3,2,3
1859,Wendy Spender,2,hk,3,5,5,5,4,4,3,4,5
1860,Gilbert Russell,1,HK,4,4,5,3,2,2,5,2,2
1861,Paddy O'Casey,1,Hong Kong,3,4,4,5,4,4,2,4,4
1862,Juliet Bush,2,hk,4,2,4,5,2,2,2,2,2
1863,Vivian Juliet,1,Taiwan,2,2,1,4,1,1,1,1,1
1864,Malcolm Birrell,1,Hong Kong,3,4,2,3,2,2,5,3,1
1865,Queena Toland,2,Wulongmuqi,2,2,2,4,1,2,2,1,2
1866,Ivan Bradley,1,Hong Kong,5,4,4,1,2,2,3,2,2
1867,Sid Haggai,1,Hong Kong,3,4,2,3,2,2,5,3,1
1868,Donald Dan,1,Hong Kong,3,4,4,5,4,4,2,4,4
1869,Xanthe Harry,2,Yunnan,3,3,3,4,2,3,2,3,5
1870,Magee Rhodes,1,Hong Kong,2,3,2,2,2,2,4,2,2
1871,York Zephaniah,1,Wulongmuqi,5,3,5,5,4,3,3,4,4
1872,Robert Leopold,1,Heilongjiang,3,4,4,5,3,3,3,2,2
1873,Kerr Bentham,1,Hong Kong,3,3,3,5,2,3,3,1,3
1874,Caesar Spencer,1,china,2,4,4,1,2,1,4,1,2
1875,Zhuan Xiang,2,Macao,4,2,4,4,3,2,2,3,3
1876,Gabriel Lambert,1,Hong Kong,3,3,3,1,2,1,5,3,5
1877,Jill Timothy,2,Hong Kong,4,2,4,5,2,2,2,2,2
1878,Winifred Kingsley,2,Hong Kong,4,3,4,3,3,4,4,3,3
1879,Liz Craigie,2,Hong Kong,1,2,1,1,1,1,3,1,1
1880,Emmanuel Peter,1,HK,2,4,4,1,2,2,4,2,1
1881,Elaine Roosevelt,2,Myanmar,3,4,2,2,1,3,2,1,2
1882,Marjorie Ricardo,2,Canton,3,4,4,5,3,3,3,2,2
1883,Maxwell Graham,1,Hong Kong,3,4,3,3,3,3,5,3,3
1884,Antonia Jeames,2,Hong Kong,2,4,1,1,1,3,1,3,3
1885,Donald Dan,1,hk,3,3,2,5,2,2,2,1,1
1886,Dana Effie,2,hk,3,5,3,2,2,3,2,2,2
1887,Madina Helpe,2,hk,5,2,1,1,2,2,3,2,1
1888,Beatrice Gosse,2,Jiangsu,2,2,1,5,5,5,5,5,3
1889,Winston Ivan,1,Hong Kong,2,4,1,1,1,3,1,3,3
1890,Edwina Susanna,2,Hong Kong,5,4,5,5,5,4,4,5,5
1891,Mona Bach,2,Hong Kong,2,3,3,4,2,2,2,1,1
1892,Kelly Edgeworth,2,china,2,4,1,1,2,2,2,2,2
1893,April Wagner,2,Hong Kong,3,4,2,3,2,2,5,3,1
1894,Eugene Connor,1,Hong Kong,3,4,2,3,2,2,5,3,1
1895,Stacey Electra,2,Hong Kong,3,2,2,5,3,3,5,4,2
1896,Ron Lucas,1,Hong Kong,5,5,5,5,5,5,5,5,5
1897,Ada Senior,2,HK,2,4,1,1,2,2,2,2,2
1898,Les Ann,1,Hong Kong,4,4,4,2,3,2,5,4,5
1899,Meng Li,1,Tianjin,3,5,3,2,2,3,2,2,2
1900,Ernest Nichol(s),1,Hong Kong,2,2,1,4,1,1,1,1,1
1901,Batur Mamatil,1,Hong Kong,3,2,3,1,1,1,4,1,2
1902,Edgar Becher,1,Beijing,4,5,3,3,2,4,3,2,3
1903,Gerald Maud,1,Hong Kong,2,4,1,1,2,2,2,2,2
1904,Lillian Leacock,2,Hong Kong,3,3,3,1,2,1,5,3,5
1905,Benno Straube,1,Hong Kong,3,4,2,3,2,2,5,3,1
1906,Joshua Pound,1,hk,3,5,5,1,2,1,4,1,2
1907,Mandy Lee,2,HK,2,2,1,5,5,5,1,5,4
1908,Kurata Shigeki,1,Hong Kong,5,3,5,5,4,3,3,4,4
1909,Rebecca Wyat(t),2,Hong Kong,3,3,3,5,2,3,3,1,3
1910,Xia Jing,2,Hong Kong,3,2,2,3,2,3,3,3,3
1911,Winfred MacArthur,1,hk,3,4,4,5,4,4,2,4,4
1912,Otis Thorndike,1,Philippines,2,4,4,2,2,3,3,3,4
1913,Beverly Flower,2,Brunei,3,3,3,1,2,1,5,3,5
1914,Xuan Wuhan,1,hk,4,4,4,4,4,4,4,4,4
1915,Randolph Wright,1,Hong Kong,3,4,2,3,2,2,5,3,1
1916,Xia Yaling,2,Hong Kong,4,4,4,4,4,4,4,4,4
1917,August Johnson,1,Hong Kong,5,4,5,5,5,4,4,5,5
1918,Meng Xun,1,Hong Kong,4,2,4,5,2,2,2,2,2
1919,Ellis Bowen,1,Hong Kong,2,3,3,4,3,3,1,3,3
1920,Marsh Sainsbury,1,Hong Kong,3,4,4,5,3,3,3,2,2
1921,Ulysses Mill,1,Hong Kong,5,3,3,3,2,3,3,3,3
1922,Page Burns,2,guangxi,4,2,4,5,2,2,2,2,2
1923,Fabian Sally,1,Hong Kong,2,5,5,4,3,3,2,3,4
1924,Boyd Hughes,1,Hong Kong,4,4,3,5,3,3,3,2,2
1925,Ternence Smedley,1,Hong Kong,3,3,3,1,2,1,5,3,5
1926,Tammy Mill,2,Hong Kong,3,4,4,5,3,3,3,2,2
1927,Reg Bruno,1,Shanghai,1,3,1,1,1,1,1,1,1
1928,York Lou(ie),1,Shanghai,2,4,4,4,3,4,5,4,3
1929,Zheng Ruogang,2,Shenzhen,3,3,2,5,2,2,2,1,1
1930,Nelson Catharine,1,Hong Kong,3,5,2,2,3,3,3,3,3
1931,Enid Van,2,Hong Kong,3,4,5,5,4,4,2,4,3
1932,Anna Rhys,2,Hong Kong,5,3,5,5,4,3,3,4,4
1933,Fay Childe,2,Hong Kong,4,4,3,5,3,3,3,2,2
1934,Hou Xieren,2,Hong Kong,5,4,3,5,5,5,1,5,4
1935,Humphrey Ellen,1,Guangdong,3,4,5,4,4,4,5,5,2
1936,Vita,2,Hong Kong,2,1,2,1,1,2,2,1,1
1937,Conrad Trevelyan,1,Hong Kong,2,3,2,4,3,4,2,4,1
1938,Jerome Macadam,1,Canada,5,3,5,5,3,3,3,3,3
1939,Eartha Montgomery,2,hk,3,3,3,1,2,1,5,3,5
1940,Xia Wu,2,Hunan,3,3,3,5,3,4,2,4,2
1941,Samantha Wallis,2,Hong Kong,2,5,5,4,3,3,2,3,4
1942,Liz Craigie,2,hk,1,2,1,3,2,3,3,3,3
1943,Yu Hong,2,HK,2,4,3,4,3,4,2,4,2
1944,Cao Shuren,1,Hong Kong,1,2,2,3,1,1,1,1,1
1945,Reginald Mary,1,Hong Kong,2,4,4,4,2,3,2,4,3
1946,Ryan Terry,1,Hong Kong,2,3,2,2,2,3,3,3,1
1947,Dinah Lyly,2,Hebei,3,4,2,3,2,2,5,3,1
1948,Quincy Peg,1,Hong Kong,4,4,4,2,3,2,5,4,5
1949,Oswald Dickens,1,Hong Kong,3,5,2,2,3,3,3,3,3
1950,Nydia Felix,2,Hong Kong,2,4,1,1,1,3,1,3,3
1951,Gary Norris,1,Hong Kong,5,3,3,5,3,4,5,4,5
1952,Mehmet Qasim,1,Hong Kong,3,4,5,5,4,4,2,5,5
1953,Boyce Southey,1,HK,5,4,4,1,2,2,3,2,1
1954,Elvira Wordsworth,2,Hong Kong,5,2,1,1,2,3,3,3,4
1955,Delia Eliot,2,Hong Kong,2,5,5,4,3,3,2,3,4
1956,Roberta Carmen,2,Hong Kong,3,5,5,5,4,4,3,4,5
1957,Kenneth Coffey,1,Hong Kong,1,3,1,1,1,1,1,1,1
1958,Archer Esther,1,Hong Kong,5,4,5,5,5,4,4,5,5
1959,Humphrey Ellen,1,Sichuan,2,4,1,1,2,2,2,2,2
1960,Bertram Dolly,1,Hong Kong,3,1,3,4,1,1,1,1,1
1961,Mary Evans,2,HK,2,3,2,2,2,2,4,2,2
1962,Jiang Guiying,1,Taiwan,3,2,3,4,2,3,2,4,5
1963,Chen Hanying,1,Shenzhen,3,4,4,5,4,4,2,4,4
1964,Michelle Ulysses,2,Taiwan,3,2,3,2,2,3,3,2,2
1965,Cheng Tu,1,Hunan,3,4,4,5,4,4,2,4,4
1966,Roberta Carmen,2,Hong Kong,1,4,4,3,2,2,1,2,3
1967,Zoe Trollpoe,2,Shanxi,4,5,4,4,4,4,5,4,4
1968,Zhong Cheng,1,Hong Kong,2,5,5,4,4,4,2,4,5
1969,Rebecca Wyat(t),2,Anhui,4,4,4,5,3,4,4,2,4
1970,Duan Zan,2,Hong Kong,2,5,4,5,4,3,3,4,2
1971,Ellis Bowen,1,hk,3,2,3,2,2,2,5,2,3
1972,Toby Zechariah,1,Hong Kong,4,3,4,3,3,4,4,3,3
1973,Ursula Wilson,2,Hong Kong,4,2,4,4,3,2,2,3,3
1974,Sandra Edison,2,Shenzhen,5,5,5,5,5,5,5,5,5
1975,Tao Ah,1,Hong Kong,3,2,3,2,2,3,3,2,2
1976,Wallis Hamlet,2,Hong Kong,4,4,3,5,3,3,3,2,2
1977,Chin Ametjan,2,Hong Kong,5,4,3,2,2,3,3,4,1
1978,Enid Whittier,2,Hong Kong,2,4,3,1,2,2,3,2,2
1979,Jia Dong,1,Hong Kong,1,2,1,3,2,3,5,4,4
1980,Norman Bronte,1,Macao,2,1,3,4,2,2,2,1,2
1981,Jia Huan,1,Hong Kong,2,4,1,1,2,2,2,2,2
1982,Cheng Hui,2,Hong Kong,3,4,5,4,3,4,2,4,3
1983,Ingemar Halifax,1,Hong Kong,2,4,1,1,2,2,2,2,2
1984,Cora Eliot,2,Hong Kong,2,4,2,1,1,2,1,1,1
1985,Troy Faulkner,1,Shanghai,3,3,2,5,2,2,2,1,1
1986,Hazel Alick,2,Hong Kong,2,3,1,2,1,1,4,2,1
1987,Daniel Noel,1,Shandong,1,1,1,4,2,4,5,4,5
1988,Xue Dai,2,Hong Kong,5,5,5,5,5,5,5,5,5
1989,Ford Armstrong,1,Shenzhen,3,2,3,5,4,4,2,4,3
1990,Dawn Noel,2,Hong Kong,5,4,3,4,3,4,3,4,4
1991,Devin Henley,1,hk,3,3,2,5,2,2,2,1,1
1992,Florence MacArthur,2,hk,1,2,1,3,2,3,3,3,2
1993,Griffith Kell(e)y,1,Hong Kong,5,3,5,5,3,3,3,3,3
1994,Liao Xinyue,2,Hong Kong,2,1,3,4,2,2,2,1,2
1995,Cathy Sidney,2,Japan,2,4,1,1,1,3,1,3,3
1996,Marvin Arnold,1,Hong Kong,3,4,5,1,1,2,3,2,4
1997,Meredith Sawyer,1,Zhejiang,4,5,3,4,3,3,5,4,2
1998,Qiao Chao,1,Hong Kong,5,3,5,5,4,3,3,4,4
1999,Hedda Beerbohm,2,hk,2,2,2,1,1,1,4,2,4
2000,Sandy Sheridan,1,Hong Kong,2,4,1,1,1,3,1,3,3
2001,Bishop Silas,1,Hong Kong,3,4,5,2,2,2,3,2,1
2002,Xaviera MacMillan,2,Macao,5,3,5,5,4,3,3,4,4
2003,Zhan Mei,2,Hong Kong,3,4,5,1,1,2,4,2,2
2004,Zheng Wei,2,Shenzhen,2,4,2,1,1,2,1,1,1
2005,Burton Philemon,1,HK,2,3,1,1,1,2,1,1,1
2006,Victoria Belloc,2,Hong Kong,4,5,3,3,2,4,3,2,3
2007,Eric Benson,1,Hong Kong,2,2,2,4,1,2,2,1,2
2008,Maggie Delia,2,Canton,3,4,4,5,3,3,3,2,2
2009,Elvira Jonah,2,Hong Kong,4,3,5,5,4,4,4,3,4
2010,Clarence Jane,1,Chongqing,3,4,5,5,5,5,2,5,3
2011,Darcy Holmes,1,Beijing,2,4,1,1,1,3,1,3,3
2012,Bruno Dobbin,1,Hong Kong,3,3,4,1,1,1,4,1,3
2013,Isidore Maxwell,1,Hubei,2,3,1,2,1,1,4,2,1
2014,Berg Haywood,1,Hong Kong,4,4,4,5,3,4,4,2,4
2015,Cecilia Pater,2,South Korea,4,4,4,4,4,4,4,4,4
2016,Lena Hoover,2,Hong Kong,4,5,3,4,3,3,5,4,2
2017,Hedda Lowell,2,Hong Kong,5,5,5,5,5,5,5,5,5
2018,Arlen Marlowe,1,Hong Kong,3,5,2,2,2,4,2,4,4
2019,Long Xieren,1,Macao,3,4,5,5,5,5,5,5,4
2020,Jeremy Peggy,1,Canton,1,2,1,1,1,1,3,1,1
2021,Virgil Forster,1,Hong Kong,4,3,5,5,4,4,4,3,4
2022,Lyndon Benson,1,hk,1,3,1,1,1,2,1,2,2
2023,Sidney Walpole,1,Singapore,3,4,5,5,3,3,3,3,2
2024,Burnell Dickey,1,Hong Kong,3,2,3,2,2,3,3,2,2
2025,Dylan Oscar,1,Chongqing,2,4,1,1,2,2,2,2,2
2026,Lennon Thoreau,1,Hong Kong,4,4,5,5,4,5,5,5,3
2027,Suzanne Smollett,2,Japan,2,1,1,5,4,5,1,5,4
2028,Zhao Wuhan,2,Hong Kong,1,3,1,1,1,2,1,2,2
2029,Cornelia Toland,2,Hong Kong,2,5,5,4,3,3,2,3,4
2030,Guy Richard,1,Anhui,4,5,3,3,2,4,3,2,3
2031,Megan Temple,2,Hong Kong,1,4,4,3,2,2,1,2,3
2032,Trista Harold,2,Hong Kong,3,3,3,5,3,4,2,4,4
2033,Porter Rossetti,1,Canada,1,2,1,5,3,3,3,4,4
2034,Marian Moulton,2,Hong Kong,2,4,1,1,2,2,2,2,2
2035,Elva Elizabeth,2,Shanghai,2,2,1,4,1,1,1,1,1
2036,Gordon Moses,1,Jiangsu,3,3,2,5,2,2,2,1,1
2037,Ben Winifred,1,Hong Kong,2,4,1,1,1,3,1,3,3
2038,Fang Bo,1,HK,1,4,4,3,2,2,1,2,3
2039,James Susan,1,Hong Kong,3,4,4,5,4,4,2,4,4
2040,Bridget Arnold,2,Hong Kong,2,3,3,4,3,3,1,3,3
2041,Benjamin Joseph,1,Hong Kong,3,4,5,3,2,3,3,3,3
2042,April Wagner,2,hk,3,4,5,1,2,1,4,1,2
2043,Adela Dierser,2,Singapore,4,2,4,5,2,2,2,2,2
2044,Wang Huo,2,Shenzhen,5,4,5,5,5,4,4,5,5
2045,Jahangir Alptekin,1,HK,4,5,3,3,4,4,4,4,4
2046,Geraldine Pulitzer,2,Hong Kong,4,4,4,5,3,4,4,2,4
2047,Ren Xun,1,Tianjin,5,5,5,5,4,5,5,3,5
2048,Hale Mike,1,Philippines,4,3,3,3,2,3,3,3,1
2049,Ann Russell,2,Hunan,3,4,2,3,2,2,5,3,1
2050,Mignon Dewar,2,HK,3,4,2,2,1,3,2,1,2
2051,Tan Yan,1,HK,1,2,1,1,1,1,4,1,3
2052,Fu Guiying,2,Tianjin,3,3,3,5,2,3,3,1,3
2053,Gustave Johnston(e),2,Hong Kong,3,3,3,2,2,3,3,3,1
2054,Duan Shui,2,Hong Kong,3,4,2,3,2,2,5,3,1
2055,Gong Kun,1,hk,1,3,1,1,1,1,1,1,1
2056,Zachary Malthus,1,Hong Kong,4,3,5,5,4,4,4,3,4
2057,Don Jonathan,1,Hong Kong,2,4,4,2,2,3,3,3,4
2058,Tracy Murray,1,Hong Kong,4,5,5,5,4,4,4,3,3
2059,Benedikt Heffelfinger,1,Hong Kong,2,4,1,1,1,3,1,3,3
2060,Nathaniel Webster,1,Taiwan,4,2,4,5,2,2,2,2,2
2061,Jessie Clark(e),2,Hong Kong,3,3,3,5,5,5,1,5,5
2062,Hedda Beerbohm,2,Indonesia,3,4,4,5,4,4,2,4,4
2063,Darlene Daniell,2,Hong Kong,4,2,4,5,2,2,2,2,2
2064,Esther Newton,2,hk,3,2,2,5,5,5,1,5,4
2065,Baldwin Zechariah,1,Hong Kong,2,3,1,2,1,1,4,2,1
2066,Carol,2,Hong Kong,5,5,5,5,5,5,5,5,5
2067,Ira Leonard,1,Hong Kong,2,4,1,1,1,3,1,3,3
2068,Drew Moll,1,Hong Kong,3,4,2,2,1,3,2,1,2
2069,Vita,2,hk,2,4,1,1,1,3,1,3,3
2070,Yao Yang,2,hk,4,5,3,3,2,4,3,2,3
2071,Carr Connie,1,Hong Kong,1,2,1,1,1,1,3,1,1
2072,Earl Morgan,1,Hong Kong,3,4,2,3,2,2,5,3,1
2073,Sally Lynd,2,Guangdong,3,4,2,2,1,3,2,1,2
2074,Cherry Hudson,2,HK,5,3,5,5,4,3,3,4,4
2075,Montague Mansfield,1,Shenzhen,3,3,3,5,2,3,3,1,3
2076,Marsh Sainsbury,1,Hong Kong,3,3,4,1,2,1,4,1,4
2077,Vicky Mackintosh,2,Hong Kong,2,1,1,4,4,4,3,5,3
2078,Omar Boyle,1,HK,3,4,5,3,2,3,2,4,5
2079,Isaac London,1,Hong Kong,3,2,3,4,3,4,2,4,4
2080,Vita,2,Hong Kong,4,3,3,4,3,4,3,4,2
2081,Modesty Green,2,Hong Kong,3,3,3,5,2,3,3,1,3
